Fictional Robots, Optimus Prime
Fictional Robots, Bender Rodriguez
Fictional Robots, Wall E
Fictional Robots, Robocop
Fictional Robots, Astro Boy
Fictional Robots, The Iron Giant
Fictional Robots, Star Wars Droids
Fictional Robots, Goddard the Dog
Fictional Robots, The Paranoid Android
Fictional Robots, The Terminator
Fictional Robots, Wizard of Oz Tinman
